지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조 시간(hr)
146,2015-11-01,7.2,3,459,10.3,1239,,1,71.5,0
146,2015-11-02,10.1,5.2,637,15.6,1343,0,1.7,74.8,6.8
146,2015-11-03,11.9,6.3,623,18.6,1453,,1.6,72.9,9.5
146,2015-11-04,12.4,6.7,636,20,1350,,1.5,66.6,9.1
146,2015-11-05,13.7,9.1,305,19.5,1340,,1.1,67.1,4.3
146,2015-11-06,15.3,9.5,551,21.4,1304,1.4,1.3,74.1,1.1
146,2015-11-07,15.1,13.8,325,17.1,2338,26.2,1.4,94.1,0
146,2015-11-08,16.4,15.2,832,17.8,330,5.9,1.1,97.4,0
146,2015-11-09,13.5,11.9,2327,16,1,.6,1.9,87.8,0
146,2015-11-10,11.2,8.1,2354,14.2,1123,,1.3,79.1,1.9
146,2015-11-11,11.7,6.4,630,17.1,1503,,1.1,81,5.5
146,2015-11-12,14.5,8.3,619,20.2,1301,,1.6,69.5,5.4
146,2015-11-13,12.7,11.4,1235,15.6,35,16.7,1.5,89.3,0
146,2015-11-14,13.6,12.4,1,14.6,1252,3.3,1,97,0
146,2015-11-15,13.7,11.1,2357,18.4,1438,,1.1,87.5,4.9
146,2015-11-16,13.8,10.2,442,16.6,1142,7.4,1.5,90.3,0
146,2015-11-17,15,13.1,2308,17.2,1326,.1,1.2,95.9,0
146,2015-11-18,13.1,10.6,2204,15.5,1420,4.3,1.3,91.9,.1
146,2015-11-19,12.1,10.6,805,14.3,1215,.9,1.3,91.3,0
146,2015-11-20,12.1,10.2,450,16,1423,,,83.9,5.4
146,2015-11-21,10,7.2,638,13.6,1416,,.9,88.1,1.3
146,2015-11-22,11.6,5.7,735,17.3,1458,,1.1,83.5,8.2
146,2015-11-23,11.9,10.6,2229,13.6,303,4,1.7,92.9,0
146,2015-11-24,7.8,5.9,742,10.7,4,0,2,82,.2
146,2015-11-25,6,3.2,2353,7.5,3,10.7,1.8,93.5,0
146,2015-11-26,.1,-.8,2253,4.1,47,21,1.6,96.6,.7
146,2015-11-27,.8,-2.1,730,2.4,1510,.3,.5,93.3,.3
146,2015-11-28,4.3,1.6,534,8.3,1428,,1.1,83.3,2.4
146,2015-11-29,7.3,4.5,30,12.2,1413,0,1.7,73.4,2.3
146,2015-11-30,8,4.5,2332,12.2,1406,0,1.5,77.3,4.4
146,2015-12-01,6.4,.6,731,12.4,1426,,1.1,77,8.7
146,2015-12-02,9.6,5.7,2258,13.1,1009,7.6,2.6,78.8,0
146,2015-12-03,3.7,.2,2355,6.9,1128,3.4,5,68.5,2.7
146,2015-12-04,3.2,.2,1,5.6,2333,2.7,.6,87.5,.8
146,2015-12-05,6.4,4.5,2358,8.8,1347,,2.4,66.5,1.7
146,2015-12-06,3.6,.5,2308,6.9,1505,,1.1,67.8,2.4
146,2015-12-07,2.7,-1.8,635,7.9,1507,,1.2,68.3,9.1
146,2015-12-08,3.9,-.8,729,9.7,1431,,1.4,65.3,9.2
146,2015-12-09,7.6,.7,343,13.9,1547,,1.4,65.9,5.1
146,2015-12-10,10.1,9.2,1954,11.6,111,17.2,1.7,91.3,0
146,2015-12-11,7.4,4.8,2357,9.3,1,.1,1.4,87.8,.2
146,2015-12-12,7.6,3.5,744,11.2,1309,,1.1,70.6,3.7
146,2015-12-13,9.5,6.5,642,14.1,1501,,1.2,67.8,4.7
146,2015-12-14,8.3,7.3,722,9.5,1256,4.3,1,90.9,0
146,2015-12-15,7.3,5.4,2359,9.3,1149,1.1,2.3,79.9,1
146,2015-12-16,1.4,-1.3,2255,5.5,1,8.7,2.3,86.6,.5
146,2015-12-17,-1.4,-3.5,2356,2.2,1427,0,2.3,65.3,8.9
146,2015-12-18,.7,-4.8,402,4.5,1359,,1.3,73.4,2.9
146,2015-12-19,3.9,.7,433,9,1422,,1.2,76.4,8.1
146,2015-12-20,3.3,.1,230,5.4,1620,.9,.8,85.1,0
146,2015-12-21,6.4,2.5,2350,11,1351,1.6,1.6,85,4.1
146,2015-12-22,4.6,-1.3,712,10.2,1415,0,.9,80.6,5.7
146,2015-12-23,6.3,5,2357,7.3,1300,5.7,.7,97.4,0
146,2015-12-24,4.1,1.6,749,7.5,1505,,1.4,81,4.1
146,2015-12-25,1.9,-1.2,733,5.1,1425,,1.7,56.6,9.2
146,2015-12-26,5.8,.6,1,11.5,1453,0,2.4,66.9,6.4
146,2015-12-27,-.8,-4.1,2350,3,1,,2.3,56.6,9.1
146,2015-12-28,-1,-4.8,337,2.5,1521,,1.5,56.8,5.5
146,2015-12-29,-.2,-4.4,657,4.9,1512,,1.4,65.8,7.4
146,2015-12-30,2.6,-3.1,737,8,1501,4.9,1.4,71.1,6.2
146,2015-12-31,2.5,-.4,2400,5.7,1429,.4,1.2,84.9,4.4
146,2016-01-01,2.8,-2,659,7.7,1424,,1.5,74.4,4.3
146,2016-01-02,7.6,2.7,701,12.9,1459,,1.9,73.3,5.6
146,2016-01-03,8.4,5.4,2319,14,1417,,1.5,81.1,7.3
146,2016-01-04,5.9,1.6,2353,9.6,1401,,1.9,70.1,7.1
146,2016-01-05,.7,-1.9,2325,4.1,1527,,2,53,3.7
146,2016-01-06,1.5,-3.2,637,5.4,1309,,1.1,61.6,1.6
146,2016-01-07,1.1,-.2,733,4.5,1402,,2.3,62.4,4
146,2016-01-08,.9,-2,733,4.1,1255,0,1.5,67.8,4.9
146,2016-01-09,2.7,-.1,650,6,1459,0,1.9,63.5,4.6
146,2016-01-10,2.8,-1,802,7.3,1332,,1.6,64.3,5.8
146,2016-01-11,-.1,-3.6,2341,3.6,1406,,2.1,54.5,8.8
146,2016-01-12,-1.8,-5.8,821,2.5,1501,0,1.6,62.5,8.5
146,2016-01-13,-.8,-2.5,132,1.1,2154,2.3,1.4,88,.2
146,2016-01-14,-.1,-2,744,4,1501,0,1.5,72.1,7.2
146,2016-01-15,1.8,-2,108,6.4,1503,0,1.7,71.4,2.4
146,2016-01-16,3.2,-.9,640,8.9,1335,,1.7,65.6,8.2
146,2016-01-17,3.2,1.4,9,5.8,1221,8.3,.8,81.5,0
146,2016-01-18,-1.9,-5.8,2038,2.5,8,1.4,3.6,85.5,2.4
146,2016-01-19,-7.3,-9.8,641,-4.7,1502,.8,2.6,76.8,3.9
146,2016-01-20,-6.7,-9.9,600,-4,1422,0,1.2,68.6,4.6
146,2016-01-21,-4.7,-7.3,20,-2,1354,,1.2,68.5,2.7
146,2016-01-22,-5,-9.1,523,-1,1428,,1.8,62.8,6.4
146,2016-01-23,-7.2,-10.3,2253,-4.4,249,4.4,3.2,63.9,5.2
146,2016-01-24,-10.8,-13,723,-8.5,1554,1.3,1.3,70.5,4.1
146,2016-01-25,-6.8,-12.8,744,-2.1,1408,0,1.2,70.1,9.4
146,2016-01-26,-.6,-4.9,23,3.2,1503,0,1.5,73.8,1.8
146,2016-01-27,.9,-2.4,757,4.9,1400,,1.4,69.8,8.6
146,2016-01-28,.7,-2.6,211,2.6,1320,2.2,.7,84.9,0
146,2016-01-29,2.6,1.3,252,4.5,1424,4.5,.4,95.3,0
146,2016-01-30,2,.3,820,5.3,1432,,1,90.5,2.6
146,2016-01-31,-1,-3.1,2356,1.1,1322,,2.1,69.3,4.8
146,2016-02-01,-3.2,-5.5,715,.6,1337,,2.6,59.6,9.2
146,2016-02-02,-3.1,-7.9,752,1.5,1513,,1.5,63.6,9.8
146,2016-02-03,-1.3,-7,552,4.6,1511,,1.8,65.3,9.6
146,2016-02-04,.1,-4.7,652,4.8,1432,,1.9,64.4,7.4
146,2016-02-05,-.4,-4.5,714,4.4,1407,,1.9,64.1,9.7
146,2016-02-06,-1.1,-3.2,2400,3.1,1335,0,2.2,60.9,7.3
146,2016-02-07,-2.1,-7.1,719,3.2,1531,,1.6,57,9.8
146,2016-02-08,3.2,-3.7,656,8.3,1457,,3.6,55.9,9.1
146,2016-02-09,2.9,-.3,2359,7.4,1329,,3,54.6,9.8
146,2016-02-10,4.8,-2.4,723,12.5,1505,,1.6,49.3,9.8
146,2016-02-11,11.5,5.4,158,17.4,1520,.4,3,45.5,3
146,2016-02-12,13.5,10.3,4,14.5,2049,11.6,2,89.8,0
146,2016-02-13,14.9,5.5,2400,21.9,1254,5,2.7,88.1,2
146,2016-02-14,.2,-2.5,2324,5.5,2,.7,5.2,76.8,1.3
146,2016-02-15,-2.9,-6,718,.7,1420,.2,3.4,60.3,8.8
146,2016-02-16,.7,-2.8,28,4.8,1507,1.7,3.1,74.9,3.4
146,2016-02-17,1.5,-2,741,6.3,1530,.4,1.7,68.8,9.3
146,2016-02-18,5.1,-1.3,239,10.9,1509,,2.4,57,8.5
146,2016-02-19,5.3,2,724,8.4,1434,,1.4,63.5,1.6
146,2016-02-20,3.4,-.1,2359,9.2,1339,,2.2,58.5,7.2
146,2016-02-21,1,-2.9,725,5.7,1513,,1.8,51.9,9
146,2016-02-22,2.7,-1,729,5.5,1617,,.8,51.8,.1
146,2016-02-23,3.3,-1.4,2343,8.8,1332,0,2.5,54.1,6.3
146,2016-02-24,-1.7,-4.5,605,2.5,1531,,2.6,53.6,8.6
146,2016-02-25,.9,-5.8,734,6.3,1412,,2,54.9,9.7
146,2016-02-26,3.1,.2,559,5.5,1427,2.9,1.4,88.6,.1
146,2016-02-27,6.8,3.5,823,11.4,1408,.3,2.1,67.4,6.2
146,2016-02-28,5,.2,2353,13.4,1334,8.3,2.2,80.1,.7
146,2016-02-29,-1.4,-4.2,2354,.8,224,.1,4,65,5.9
146,2016-03-01,-1.3,-6.1,608,3.8,1527,,1.8,59.3,9.1
146,2016-03-02,3.8,-2.6,304,11.4,1528,,2.1,60.4,10.5
146,2016-03-03,9.2,1.9,12,17.1,1536,,1.8,67.6,8.6
146,2016-03-04,12.2,8.4,37,14,1834,4,1.3,92,0
146,2016-03-05,14.6,10.5,2306,19.4,1324,54.3,3.2,87.3,.9
146,2016-03-06,9.1,5.7,657,14.5,1625,0,1.4,84.6,4.4
146,2016-03-07,10.1,5.4,603,17.3,1154,,1.4,75.1,3.9
146,2016-03-08,5.9,2.8,2350,9,1337,0,2.4,57.4,0
146,2016-03-09,2.6,-.3,623,7.9,1522,,3.8,48.1,7.4
146,2016-03-10,.9,-2.1,707,6.1,1436,,3.3,44.6,9.9
146,2016-03-11,.9,-2.9,650,5.4,1407,,2.1,51.9,10.6
146,2016-03-12,3,-3.8,550,9.6,1457,,1.6,45.4,9.6
146,2016-03-13,5.7,1.9,542,9.4,1437,,1,49,.1
146,2016-03-14,4.2,.6,528,9.6,1522,,1.8,68.8,3.8
146,2016-03-15,5.7,-1.5,635,13.1,1543,,1.5,51.9,9.1
146,2016-03-16,8.6,3.4,453,15.5,1458,,1.7,41.1,8
146,2016-03-17,11,2.2,624,18.9,1516,,1.6,53.6,8.4
146,2016-03-18,12,9.3,700,16.2,1458,8.7,1,92.1,.5
146,2016-03-19,9.6,5.7,2309,16.3,1411,,1.4,82.6,6.8
146,2016-03-20,8.1,3,551,15.8,1340,,1.7,72.3,11
146,2016-03-21,8.6,2.5,559,16.2,1449,,1.5,66.6,10.5
146,2016-03-22,8.2,2.5,624,15.7,1446,,2,62.9,10.3
146,2016-03-23,7.8,4.7,2258,14.2,1424,,2.3,64.9,7.4
146,2016-03-24,6.4,1.1,636,13.8,1441,,2,56.1,11
146,2016-03-25,6.5,2,613,12.7,1343,,1.9,60.4,11.1
146,2016-03-26,5.6,.6,638,11.8,1536,,1.8,63.1,11.1
146,2016-03-27,6.6,.8,554,14,1455,,2,56.5,9.5
146,2016-03-28,9.8,1.3,505,18,1559,,1.9,45.9,11.3
146,2016-03-29,13.2,7.3,155,18.8,1256,,2.5,54.3,3.2
146,2016-03-30,13.9,7.8,640,21.6,1526,,1.5,50.4,11
146,2016-03-31,14.2,7.3,620,22.9,1446,,1.5,39.1,3.9
146,2016-04-01,14.5,6.3,641,23.8,1423,,1.6,43.8,10.8
146,2016-04-02,15.9,8.6,436,24,1440,,1.9,51.5,8.4
146,2016-04-03,13.5,11,639,16.7,1113,1.8,1.3,79.6,.2
146,2016-04-04,12.6,10,2357,17.9,1601,1.8,1.9,76.1,3
146,2016-04-05,11.4,5.2,622,19.4,1444,,1.7,46.4,9.8
146,2016-04-06,12.4,6.2,608,22.9,1354,27.3,1.8,59,1.1
146,2016-04-07,12.1,9.5,15,16.5,1453,21.5,1.8,87.8,.7
146,2016-04-08,12.5,8.8,2341,21.3,1601,,1.3,82.9,7.3
146,2016-04-09,14.7,6.9,451,24,1545,,1.5,63.5,10
146,2016-04-10,15.4,9.5,640,23.8,1509,,2,64.5,9.3
146,2016-04-11,13.8,9.5,637,20.4,1606,,1.6,69.6,9.3
146,2016-04-12,15.8,9.3,538,23.9,1505,.5,2.5,54.6,9.5
146,2016-04-13,15.7,13.3,2350,19.5,1636,10.6,1.2,94.5,.8
146,2016-04-14,13,10.4,2123,17.3,1600,,1.4,92,4.7
146,2016-04-15,15.6,8.5,531,25.3,1415,,1.5,69.8,10
146,2016-04-16,16.3,11.4,108,20.1,1034,13.6,3.5,78.3,.9
146,2016-04-17,11.5,9.5,434,18,22,9.9,5.3,74.6,5.4
146,2016-04-18,12.6,8.1,558,17.7,1307,1.6,2.9,67.9,7.3
146,2016-04-19,13.3,8.3,621,19.9,1435,,1.7,63.9,10.8
146,2016-04-20,16.4,9.6,338,22,1632,.3,1.4,52.9,1.5
146,2016-04-21,13.9,12.5,327,16.5,1537,29,1.7,91.5,0
146,2016-04-22,18,12.9,620,25.8,1550,,2.1,76.3,8.5
146,2016-04-23,16.6,12.8,533,23.7,1454,,1.3,60.1,2.9
146,2016-04-24,16.4,9.9,407,24.3,1520,,1.5,48.3,10.5
146,2016-04-25,17.9,10.9,502,26.4,1544,,1.6,49.4,11.3
146,2016-04-26,18.2,11.2,544,25.8,1416,.8,1.3,62.3,7.6
146,2016-04-27,13.3,11.6,2018,16,18,22.3,1.9,94.9,0
146,2016-04-28,13.8,10.7,2356,19.1,1511,3.2,1.3,81.9,1.1
146,2016-04-29,14.3,8.6,501,21.5,1330,,1.7,72.1,11.5
146,2016-04-30,17.6,9.7,450,25.2,1509,,2.5,56.9,11.9
146,2016-05-01,20,13.7,339,27.7,1446,,1.9,48.3,12.4
146,2016-05-02,20.3,14.9,541,26.2,1337,7.2,3.4,67.4,6.4
146,2016-05-03,15.4,11.6,1658,20.2,702,13.4,6.3,82.5,0
146,2016-05-04,16,12.3,2328,21.4,1356,,4.2,61.9,12.7
146,2016-05-05,19.6,9.7,349,28,1530,0,2.7,52.8,11
146,2016-05-06,19.4,12.7,2357,26.5,1251,.2,2.9,80.9,8.9
146,2016-05-07,15.7,10.7,459,22.5,1353,,1.8,67.4,10.3
146,2016-05-08,18.4,9.8,534,26.5,1412,,1.3,57,10
146,2016-05-09,18.2,15.7,455,23.8,1426,,1.1,63.1,.4
146,2016-05-10,13.9,12.5,1930,16.1,7,16.1,1.4,94.8,0
146,2016-05-11,16.1,12.5,501,22.1,1448,0,1.5,77.9,10.1
146,2016-05-12,18.6,12.5,403,25.5,1420,,1.7,76,12.7
146,2016-05-13,16.7,13.2,535,22.3,1609,0,1.8,79.4,6
146,2016-05-14,19.5,13.2,625,26.3,1446,,1.8,64.6,11.8
146,2016-05-15,18.9,12.1,2257,25.1,1428,15.1,3.3,76.5,6.5
146,2016-05-16,15,10,441,21.7,1427,8.1,2.4,67.5,9.5
146,2016-05-17,18.4,9.6,512,26.1,1659,,1.8,58.5,13.1
146,2016-05-18,21.9,13.1,503,30.1,1337,,1.6,56.5,13.2
146,2016-05-19,21.6,15.7,459,29.1,1416,,1.6,57.8,10.9
146,2016-05-20,21.7,13.7,551,29.5,1603,,1.8,54.9,13
146,2016-05-21,23,16.3,548,29.7,1553,,1.7,50,11.9
146,2016-05-22,22.8,14.9,529,30,1546,,1.5,45.6,12.3
146,2016-05-23,23,16.4,426,29.6,1506,,1.6,49.9,11
146,2016-05-24,17.8,15.1,1313,21.9,5,22.9,2,87.8,.8
146,2016-05-25,19.4,13.1,511,25.6,1526,,1.5,76,12
146,2016-05-26,20.7,15.6,601,26.4,1424,0,1.7,73.8,8.2
146,2016-05-27,22.3,17.4,616,29.4,1432,,1.4,64.1,6.5
146,2016-05-28,20.4,18.1,607,26.3,1554,0,1.3,60.3,6.8
146,2016-05-29,19.7,15.7,630,25.4,1443,1.3,1.6,73.3,7.4
146,2016-05-30,20.5,14.1,519,27.5,1409,,1.7,74.1,12.7
146,2016-05-31,21,15.8,516,26.9,1437,,1.6,70.6,9.4
146,2016-06-01,22,17.5,427,27.8,1451,,1.8,72.3,7.9
146,2016-06-02,21.3,16.7,545,27.9,1433,,1.8,74.3,11.3
146,2016-06-03,22.6,16.2,551,29.1,1452,,1.5,61.3,9.3
146,2016-06-04,20.1,17.1,2353,22.4,901,1.3,1.2,78.6,.1
146,2016-06-05,22,15.7,546,30.2,1613,,1.4,70.1,10.4
146,2016-06-06,20.5,18.4,312,24.9,1329,3.1,1.1,77.3,0
146,2016-06-07,21.1,19,350,25.8,1525,.2,1.3,82.5,2.3
146,2016-06-08,21.4,18.6,454,26.1,1606,,1.3,77.4,2.6
146,2016-06-09,23.1,18,338,30,1612,,1.4,74.8,10.2
146,2016-06-10,23.6,19.9,505,29.4,1441,,1.5,78.4,8
146,2016-06-11,24.4,20.1,158,28.9,1600,13,1.3,81.9,4.8
146,2016-06-12,23.7,21.4,2351,26.1,1405,0,1.4,88.3,.3
146,2016-06-13,21.9,18.9,509,28.1,1547,0,1.5,84.9,6
146,2016-06-14,22.4,17.9,535,29.7,1425,0,1.4,81.3,6.8
146,2016-06-15,22.4,20,52,25.5,1354,1.4,2.1,80.4,.1
146,2016-06-16,20.9,18.6,2307,24.5,1545,0,2.4,86,4.3
146,2016-06-17,23.6,17.3,518,29.5,1718,,1.5,69.9,12.6
146,2016-06-18,24.2,19,458,31.3,1410,,1.4,73.9,11.3
146,2016-06-19,24.5,21.5,2356,29,1413,0,1.9,78,11
146,2016-06-20,22.6,19.9,333,26.4,1419,9.2,1.1,90.1,2.2
146,2016-06-21,24.7,20.6,123,30.1,1420,1.3,1.1,82.3,5.9
146,2016-06-22,24.4,22.1,228,28.6,1048,0,1.4,86.6,1.1
146,2016-06-23,24.9,21,607,29.7,1403,0,1.7,82.4,8.4
146,2016-06-24,21.6,19.9,2202,24.8,1632,27.7,2.2,93.6,.4
146,2016-06-25,22.7,19.6,404,26.8,1501,,3.2,79.1,11.6
146,2016-06-26,23.2,19.2,530,28.5,1555,,1.9,73.9,12.1
146,2016-06-27,21.7,18.7,424,26.7,1533,38,1.1,82.6,1.4
146,2016-06-28,22.8,18.4,505,27,1227,,1.1,82.9,5.2
146,2016-06-29,23.7,20.2,644,27.5,1454,0,1.6,79,.7
146,2016-06-30,25.4,22.1,702,30.5,1520,.6,2,81.4,3.2
146,2016-07-01,25.1,23.6,1349,28.7,1042,47.7,2.4,88.4,.9
146,2016-07-02,23.4,22,2353,27.6,1221,49.6,2.1,93.3,.7
146,2016-07-03,22.1,20.4,1821,24.6,1253,25.6,1,96,0
146,2016-07-04,24.2,20.9,1,28.8,1551,57.4,1.5,98.3,0
146,2016-07-05,27.3,24.7,26,31.6,1410,8.9,2.9,85.8,4.4
146,2016-07-06,24.2,22.4,935,27.5,1423,33.3,1.3,97.4,.1
146,2016-07-07,25.6,23.1,2343,29.4,1211,.1,1.2,89.8,4.4
146,2016-07-08,26.8,21.8,503,32.3,1636,0,1.5,78.3,9.6
146,2016-07-09,26.6,22.7,542,32.5,1455,,1.5,81.1,10.3
146,2016-07-10,26.1,22.4,453,30.6,1347,,1.2,81,5.2
146,2016-07-11,25.5,22.8,2024,30.7,1234,13.8,1,89.4,.4
146,2016-07-12,25,22.5,405,28.4,1816,.9,1,91,2.1
146,2016-07-13,25.6,22.8,229,30.1,1617,0,1.5,86.9,3.7
146,2016-07-14,25.2,22.4,435,28.9,1547,0,1.9,83,7.8
146,2016-07-15,26.1,22.5,331,30.8,1305,.7,1.3,75.5,3
146,2016-07-16,23.7,21.6,822,26.7,1548,5.5,3.6,88,.6
146,2016-07-17,23.4,21.9,2359,26.9,1442,,2.3,81.3,3.6
146,2016-07-18,24.3,20.5,553,28.7,1537,,1.1,78.4,8.4
146,2016-07-19,26.4,20.4,404,32.7,1505,2.9,1,78.8,8.6
146,2016-07-20,28.2,23.4,545,33.7,1556,,1.6,71.7,9.2
146,2016-07-21,28,24,514,33.5,1615,,1.8,71.6,8.7
146,2016-07-22,28.8,24.3,517,34,1523,,2,73.1,9.3
146,2016-07-23,28.7,23.9,537,33.8,1529,,1.7,74.6,9.7
146,2016-07-24,28.7,25,536,33.8,1717,,1.8,78.8,8
146,2016-07-25,28.9,26.4,551,32.8,1341,,1.7,78.4,10.6
146,2016-07-26,28.8,24.8,505,33.6,1404,,1.9,77.8,9.9
146,2016-07-27,28.7,25.1,2353,33.1,1600,5.4,2.1,75.8,6.5
146,2016-07-28,28.4,25.1,1,32.1,1512,0,2.3,78.1,9.9
146,2016-07-29,29.6,25.6,105,34.5,1625,,1.5,78.9,7.5
146,2016-07-30,29.6,26.1,525,34.3,1440,,1.7,77.5,11
146,2016-07-31,29,25.6,525,33.6,1433,,1.6,77.6,10.6
146,2016-08-01,28.6,24.5,524,33,1356,,1.5,77.3,8.3
146,2016-08-02,27.4,25.3,458,30.9,1309,0,1.5,80.5,.2
146,2016-08-03,27.5,24.1,120,31.1,1131,0,1.1,77.3,1.4
146,2016-08-04,28.4,24,346,34.6,1559,.2,1.5,79.4,7.6
146,2016-08-05,28.9,25.7,610,34.5,1400,7,1.4,82.8,8.9
146,2016-08-06,28.2,22.7,1901,33.9,1336,16.5,1.5,84.1,6.8
146,2016-08-07,28.5,24.2,552,33.3,1341,0,1.7,80.4,9.4
146,2016-08-08,28.8,24.3,530,33.5,1532,,1.5,75.8,10.7
146,2016-08-09,29,24.4,432,33.3,1536,,1.4,77,5.6
146,2016-08-10,29.1,25.9,527,34.1,1517,,1.5,76.8,9.3
146,2016-08-11,29.6,24.6,556,34.9,1520,,1.4,73.5,12
146,2016-08-12,29.6,25.3,435,35.3,1558,,1.5,75.8,12.1
146,2016-08-13,29,24.6,519,34.1,1500,,1.7,78.1,12.2
146,2016-08-14,29.2,25.9,508,34,1512,,1.7,81.9,7.1
146,2016-08-15,28.7,26.4,821,33.8,1416,.4,1.8,78.9,6.6
146,2016-08-16,28.3,24.6,617,34.1,1441,,1.6,70.4,10.7
146,2016-08-17,28.4,23.9,542,33.5,1601,,1.6,71.8,9
146,2016-08-18,28.3,25.5,608,34.4,1427,2.3,1.2,79.4,4.6
146,2016-08-19,28.8,24.5,504,35.2,1252,,1.3,75.4,6.7
146,2016-08-20,29.6,25.5,502,36.2,1459,,1.6,72.8,7.4
146,2016-08-21,29.3,24.2,459,34.4,1450,,1.4,66.8,10
146,2016-08-22,28.9,24.4,604,35.1,1449,,1.7,71.5,12
146,2016-08-23,27.7,24.8,440,30.7,1029,4.4,1.1,81,3.7
146,2016-08-24,28.9,24.7,554,34,1440,0,1.4,75.3,11
146,2016-08-25,28,23.9,606,33.7,1330,,1.7,71,8.9
146,2016-08-26,23.4,19.5,2306,26.7,1010,1.8,1.3,88,0
146,2016-08-27,23.4,19.7,1,27.8,1447,.1,1,66,1.9
146,2016-08-28,20.3,17.8,2356,23.4,1156,.7,2.5,81.9,1.8
146,2016-08-29,21.3,16.2,542,27.7,1515,,2.7,70.4,11.7
146,2016-08-30,21.2,18.6,509,24.5,1251,1.2,3.8,74,4.5
146,2016-08-31,23.5,19.2,329,26.5,1321,1.2,5.6,66,5.7
146,2016-09-01,27.1,23,604,32.5,1519,,3.3,61.8,10.2
146,2016-09-02,22.3,20.9,617,25.2,19,.3,2.2,84.6,1.5
146,2016-09-03,24.8,20.4,47,30.8,1549,0,1.3,76.5,8.5
146,2016-09-04,26.2,21.6,536,31.4,1234,0,1.3,77,3.8
146,2016-09-05,25.4,22.5,2348,30.3,1436,2.6,1.5,84.4,6.5
146,2016-09-06,23.8,19.9,610,28.9,1249,,1,77.8,1.6
146,2016-09-07,22.9,19.9,539,28.7,1529,.2,1.2,78.4,1.1
146,2016-09-08,23.4,19,548,28.8,1506,0,1.6,77.6,7.5
146,2016-09-09,23.6,20,541,29.2,1449,,1.8,75,8.8
146,2016-09-10,22.6,18.5,605,28.4,1419,0,1.2,80.1,1.7
146,2016-09-11,23.8,19.3,548,29.7,1353,,1.3,76.6,4
146,2016-09-12,23.6,20.8,439,29.2,1439,.9,1.2,78.5,5.9
146,2016-09-13,24.3,18.6,456,30.7,1416,,1.5,74,9.6
146,2016-09-14,23.8,21.1,305,29.2,1332,,1.5,79.5,2.9
146,2016-09-15,24.3,19,520,29.8,1347,,1.1,70.6,7.6
146,2016-09-16,21.7,20.5,2330,23.2,1,15.2,.3,91.6,0
146,2016-09-17,19.9,19,542,21.3,1528,95.2,1.2,98.3,0
146,2016-09-18,19.3,17.6,1900,20.4,1420,12.6,.5,96.5,0
146,2016-09-19,21.2,18.2,222,27.2,1418,,1.2,73.6,4.5
146,2016-09-20,20.2,15.5,627,25.4,1452,,2,56.8,11.5
146,2016-09-21,20,13.9,610,24.9,1058,,1.3,63.6,6.3
146,2016-09-22,20.8,17.3,449,26,1513,,1.4,66.9,8.6
146,2016-09-23,20.8,15.8,401,27,1507,,1.4,70.3,8.5
146,2016-09-24,21.7,16,533,28.2,1407,,1.4,72,10.3
146,2016-09-25,21.6,17.4,510,25.6,1130,,1,82.1,1.2
146,2016-09-26,23.3,18.5,411,28,1342,.6,1,80.8,2.2
146,2016-09-27,24.5,21.3,641,30.1,1240,6.8,1.6,86.8,4.5
146,2016-09-28,21.7,19.1,650,25,1225,0,1.3,87.9,.5
146,2016-09-29,21.5,19.5,2318,24.9,1448,0,1.3,85.5,0
